Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
A,Ship,6,1,4,7,1758,0
F,Road,3,1,3,6,5092,0
F,Road,5,3,3,2,5273,0
D,Ship,3,3,2,24,2749,1
D,Flight,4,2,3,15,1489,1
F,Road,5,1,4,9,5657,1
D,Road,2,4,2,2,5115,0
A,Ship,4,3,6,6,1459,1
B,Ship,5,3,3,3,2923,1
A,Ship,3,3,3,6,4247,1
B,Ship,3,2,2,45,1741,1
F,Ship,3,5,3,17,3033,1
C,Flight,4,4,3,7,4717,1
D,Ship,3,3,7,4,5075,1
D,Road,5,2,2,10,5225,1
A,Flight,3,4,2,8,5683,0
D,Flight,3,2,2,1,4132,1
C,Ship,3,1,2,10,4200,0
D,Ship,3,2,2,58,2054,1
C,Road,5,3,3,4,4134,1
B,Ship,3,1,2,4,1748,1
B,Ship,3,2,3,10,1641,1
F,Ship,6,2,4,1,1668,0
D,Ship,5,5,3,7,4799,1
A,Ship,3,4,3,4,4796,0
B,Ship,3,2,4,10,2972,1
D,Ship,4,4,5,6,1853,1
F,Road,4,1,3,9,1431,1
D,Ship,5,5,2,2,5655,0
D,Road,5,4,3,10,2538,1
F,Road,3,2,3,7,4507,0
F,Ship,6,2,5,3,1844,1
F,Ship,4,4,3,2,4800,0
D,Ship,3,3,2,10,5255,0
F,Ship,4,1,5,3,1134,0
D,Ship,3,2,3,11,3708,1
F,Ship,3,2,3,1,5307,0
F,Ship,4,3,2,10,4195,0
C,Ship,4,4,2,11,2282,1
F,Ship,2,2,3,7,4889,0
D,Ship,4,4,2,2,2008,1
A,Ship,3,4,3,1,5543,0
A,Ship,3,1,2,5,4738,0
B,Ship,3,1,4,10,4080,1
F,Ship,3,1,2,39,2696,1
B,Ship,2,4,3,43,1958,1
A,Ship,4,4,3,35,1421,1
B,Road,3,4,4,6,4947,0
F,Ship,6,5,4,4,4889,0
D,Ship,6,1,4,10,1958,0
F,Road,3,5,2,3,4208,1
D,Ship,5,1,4,7,5149,0
A,Ship,5,1,4,3,4607,0
B,Road,3,1,3,2,3963,1
F,Road,6,3,3,1,4952,0
B,Ship,7,1,4,4,1653,1
F,Ship,4,2,6,10,4891,0
F,Ship,3,5,4,8,4324,0
F,Road,2,3,4,65,3795,1
D,Ship,4,5,2,6,5954,0
F,Ship,3,5,3,7,1021,1
B,Ship,3,4,3,56,1103,1
F,Road,4,1,2,1,5741,1
F,Ship,5,5,6,3,1351,0
F,Road,4,3,4,3,5233,0
D,Ship,3,3,3,51,1046,1
A,Ship,3,4,2,50,3881,1
F,Flight,3,4,4,6,5964,0
C,Ship,4,3,2,65,3485,1
C,Flight,3,4,3,60,2980,1
B,Road,4,1,2,3,5503,0
A,Ship,3,3,3,41,1892,1
B,Ship,4,3,4,10,4291,1
C,Road,5,3,2,9,5645,1
F,Ship,5,1,4,2,5496,0
B,Ship,4,5,4,33,2173,1
A,Ship,5,2,5,1,1518,1
A,Road,2,3,3,10,5997,0
A,Ship,3,4,2,54,1778,1
B,Ship,4,1,5,3,1488,0
A,Ship,5,5,3,21,1648,1
C,Road,3,5,3,5,3914,1
C,Road,3,4,2,5,4342,1
F,Ship,4,1,3,1,1464,1
C,Ship,4,1,2,5,5014,1
F,Ship,3,3,3,2,4964,1
A,Flight,4,5,3,20,3185,1
B,Ship,6,4,6,1,5533,1
B,Road,4,3,10,34,3935,1
D,Ship,4,4,3,52,3128,1
F,Ship,6,5,4,6,4616,0
F,Ship,3,3,2,3,4675,1
D,Road,4,3,2,2,5442,0
B,Ship,3,1,3,5,1556,1
B,Ship,3,5,2,53,3275,1
C,Ship,4,1,3,43,2849,1
B,Road,3,3,3,5,4625,0
F,Ship,4,5,5,6,1434,0
F,Ship,4,3,2,10,5524,1
F,Flight,6,3,5,61,1947,1
D,Road,5,2,5,6,1883,0
B,Ship,6,4,4,9,1771,1
D,Ship,3,5,2,3,4883,0
D,Ship,4,2,2,2,5649,0
F,Ship,5,2,2,4,3681,1
C,Ship,4,5,4,10,4796,0
C,Flight,3,1,2,6,5703,1
D,Ship,4,3,3,1,5454,0
B,Road,4,4,3,61,1507,1
D,Road,3,3,3,2,4363,0
F,Ship,3,3,5,10,5580,0
F,Ship,3,5,2,6,4578,0
B,Ship,4,1,5,6,1027,0
F,Ship,4,5,3,7,4243,1
D,Ship,6,3,3,8,4651,1
F,Ship,4,2,3,1,5385,0
A,Ship,5,5,5,4,5087,1
C,Ship,4,3,3,6,4563,0
D,Ship,4,1,4,6,4888,0
B,Ship,5,5,2,8,4743,0
D,Flight,2,1,5,1,4543,0
C,Flight,4,3,3,9,5131,1
D,Ship,6,3,3,10,4996,0
F,Ship,6,5,5,63,2573,1
B,Ship,6,3,8,6,5992,1
D,Ship,6,2,4,7,1071,0
A,Ship,5,4,5,2,1847,1
F,Road,5,2,2,55,1758,1
F,Ship,4,3,6,5,5626,0
C,Ship,4,4,3,1,4194,1
D,Ship,4,3,4,1,5783,1
C,Ship,4,2,3,5,4702,1
C,Ship,4,5,2,19,2829,1
A,Ship,3,1,3,6,5535,0
F,Ship,3,2,3,29,1953,1
F,Road,5,5,6,9,3912,1
B,Flight,3,5,3,4,5891,1
F,Ship,3,5,2,6,4675,1
C,Ship,5,2,4,12,2933,1
A,Ship,4,3,3,10,2263,1
F,Road,3,5,4,6,1272,1
A,Ship,2,2,3,58,1734,1
F,Ship,5,2,3,2,4677,1
B,Road,4,1,2,4,4099,0
D,Flight,3,2,3,45,3786,1
A,Flight,3,5,3,48,1635,1
F,Ship,5,3,4,5,4770,1
C,Ship,5,1,2,10,4108,1
F,Ship,3,4,10,5,5479,0
D,Ship,3,4,10,23,1875,1
F,Road,4,3,3,1,4986,0
F,Road,4,4,4,1,5702,1
B,Ship,3,1,3,2,4298,0
F,Flight,6,1,4,2,1385,0
C,Ship,3,3,5,10,4847,1
F,Ship,4,3,5,3,1634,1
B,Ship,5,4,4,4,4498,1
C,Ship,4,4,5,7,1871,0
D,Ship,2,5,6,1,5675,0
F,Ship,4,2,2,3,4622,1
A,Ship,4,3,2,2,5544,0
F,Ship,3,3,3,10,5374,1
F,Ship,6,3,4,9,1131,1
B,Road,5,2,6,6,1620,0
F,Flight,3,3,3,7,4152,0
C,Ship,4,5,3,10,5275,0
C,Road,3,5,3,5,4183,1
C,Ship,4,4,2,2,1087,1
C,Ship,4,4,3,63,1387,1
D,Ship,5,3,7,17,3516,1
C,Flight,3,1,3,7,4275,1
D,Flight,5,1,3,10,5858,0
F,Ship,2,1,5,64,2016,1
B,Ship,4,5,2,2,5881,1
D,Ship,4,1,3,7,4159,0
C,Ship,3,5,2,20,1021,1
F,Ship,3,4,3,30,3748,1
C,Flight,2,5,4,36,2093,1
A,Flight,5,3,2,5,4713,0
B,Ship,2,5,3,10,5174,0
D,Ship,3,1,2,6,5905,1
C,Ship,3,3,4,7,1869,1
F,Ship,3,4,2,45,1192,1
B,Ship,4,2,6,2,4348,0
A,Ship,5,1,2,3,5682,1
F,Ship,2,2,2,6,5105,0
C,Ship,5,3,5,3,5219,1
B,Ship,7,3,4,7,1384,0
D,Ship,3,4,2,8,3725,1
F,Ship,5,4,5,10,1695,1
C,Flight,5,2,5,9,5237,0
F,Road,4,2,2,1,5071,1
F,Ship,4,3,5,2,4622,1
F,Ship,4,5,3,18,1808,1
A,Road,3,1,10,6,5603,0
F,Ship,3,1,2,9,4753,0
B,Road,4,4,4,2,5856,1
F,Flight,7,3,5,10,1913,1
D,Ship,7,5,5,8,1091,1
D,Ship,5,5,6,1,1761,0
C,Ship,4,1,5,10,4018,1
D,Ship,3,2,4,2,1701,1
B,Ship,3,4,3,10,4398,1
F,Ship,2,5,3,37,1079,1
C,Ship,6,2,2,2,1837,0
D,Flight,3,1,4,9,5136,0
B,Ship,3,1,10,3,4524,0
F,Flight,4,4,2,6,5866,0
B,Ship,3,2,2,7,5328,0
B,Flight,3,2,5,3,1336,1
F,Ship,3,3,2,1,5220,1
A,Road,5,1,3,3,4939,1
F,Ship,4,2,3,32,1689,1
D,Ship,4,3,5,6,1324,0
F,Ship,3,5,5,56,1113,1
A,Road,4,4,5,36,2995,1
F,Ship,5,5,3,5,4373,1
F,Ship,6,1,5,8,4882,0
F,Ship,4,2,3,7,1897,0
D,Road,5,3,4,7,1298,1
B,Ship,4,1,2,48,1993,1
C,Ship,3,3,7,36,3634,1
F,Flight,5,3,3,6,5061,1
C,Ship,5,5,3,7,4480,1
F,Ship,6,4,5,10,4225,0
A,Flight,3,1,3,4,5449,0
C,Ship,6,4,4,9,1104,0
F,Ship,6,4,4,1,1660,1
F,Ship,4,1,3,10,4375,0
C,Ship,5,5,5,1,1127,0
B,Ship,3,1,3,4,5132,0
F,Ship,4,4,3,9,5458,0
B,Flight,4,2,3,1,5128,0
B,Ship,5,1,5,1,1239,0
F,Flight,4,1,3,42,3077,1
F,Ship,3,1,2,56,2069,1
F,Flight,5,5,2,1,4604,1
F,Road,3,3,2,8,4481,0
B,Flight,3,1,2,60,1925,1
F,Road,3,4,3,6,4631,0
D,Ship,6,1,4,2,1592,0
D,Ship,4,1,6,4,1791,1
A,Flight,5,4,4,9,5469,0
F,Road,3,1,10,10,5473,0
F,Ship,6,5,3,3,5747,0
A,Ship,3,1,2,26,1715,1
B,Ship,3,5,4,4,4308,0
A,Ship,7,1,4,5,1467,0
F,Ship,3,1,4,5,4700,0
D,Ship,3,5,3,9,4555,0
F,Road,3,1,3,8,5415,1
B,Ship,5,3,2,6,4840,0
F,Ship,2,1,2,8,4932,1
A,Flight,3,1,5,8,4759,1
F,Ship,5,2,5,10,1699,0
B,Ship,4,3,3,9,5602,0
D,Ship,5,1,4,5,4549,0
D,Ship,3,4,2,4,1442,1
F,Ship,5,4,3,10,4611,0
B,Ship,4,4,2,4,4962,0
F,Ship,3,1,6,10,4912,0
F,Ship,4,4,4,45,3234,1
F,Ship,3,1,3,7,5073,0
A,Ship,4,5,2,7,4594,1
F,Flight,4,4,6,5,4898,1
B,Ship,6,2,4,8,1626,1
C,Ship,3,3,2,50,1486,1
A,Ship,3,4,4,2,4372,0
B,Ship,6,4,6,7,4265,0
C,Flight,3,1,7,3,4477,0
C,Ship,5,1,3,58,1651,1
F,Flight,2,3,4,52,2073,1
F,Ship,4,2,3,28,1040,1
C,Flight,4,4,5,16,1955,1
F,Ship,3,3,2,2,4263,1
F,Ship,3,1,3,3,5044,0
F,Ship,4,3,3,6,5748,0
B,Ship,4,4,2,36,2861,1
F,Ship,4,4,2,35,2596,1
C,Flight,3,3,2,6,5269,0
F,Flight,6,4,4,10,1321,1
F,Ship,6,3,4,2,1753,0
F,Ship,5,2,6,35,1852,1
F,Ship,2,4,2,1,4344,0
C,Ship,3,1,8,8,5401,0
B,Ship,3,1,3,63,2154,1
C,Ship,5,5,2,40,1446,1
F,Ship,3,4,2,33,3489,1
C,Ship,5,2,3,8,4797,1
C,Ship,5,5,5,8,1132,0
D,Flight,4,2,2,1,4115,0
D,Flight,3,2,3,9,4234,0
F,Ship,4,1,8,6,4872,0
D,Road,4,2,3,3,4152,1
C,Road,3,4,2,64,1777,1
B,Ship,3,3,5,61,1452,1
F,Flight,4,4,5,6,4258,0
C,Road,4,3,2,3,4200,0
C,Ship,5,2,3,4,4323,0
A,Ship,3,4,2,15,2701,1
B,Flight,5,4,3,6,2206,1
C,Ship,2,3,3,6,5547,0
F,Road,4,4,2,4,4337,1
C,Ship,3,3,3,1,4769,0
F,Ship,5,1,2,54,1190,1
A,Road,5,1,2,9,4881,0
A,Road,4,3,2,7,5814,0
B,Ship,4,5,3,7,5853,0
F,Ship,3,4,3,7,4411,1
F,Ship,3,5,3,4,4130,1
D,Ship,5,1,4,5,4440,1
D,Ship,6,3,4,5,1397,0
C,Flight,6,3,4,5,1490,1
A,Ship,3,3,3,7,4068,1
A,Ship,3,1,2,52,2444,1
D,Road,4,3,2,10,4351,0
B,Flight,4,3,3,45,2707,1
F,Flight,2,1,4,63,2156,1
F,Ship,5,5,2,14,1114,1
B,Road,4,5,4,21,2026,1
B,Ship,5,2,8,28,1921,1
F,Ship,5,4,5,2,1637,0
C,Ship,3,1,7,5,4439,1
F,Ship,4,4,2,3,5039,0
F,Road,6,5,4,6,1463,1
F,Road,3,5,3,6,5302,0
C,Road,5,2,3,3,5182,0
F,Ship,5,3,3,3,4526,0
C,Ship,3,3,3,7,4816,1
C,Ship,3,4,3,49,3221,1
C,Ship,3,4,3,21,3716,1
D,Ship,7,4,4,2,1017,1
B,Ship,4,5,2,6,5439,1
